id_no,tweet_id,tweet_created_at,tweet_text,in_reply to status_id,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,favorite_count,retweet_count,source,user_location,entities,followers_count,foliowing,friends_count,follow_request_sent,user_name,user_protected,user-verified,lang,user_description,geo_enabled,user_screen_name,user_statuses_count,tweet_truncated,tweet_is_quote_status
152,1302803780178763777,2020-09-07 03:00:00,"Let's go, PPX!!! https://t.co/utHJVJve0f",None,None,None,None,None,88,13,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302803779167944705, 'id_str': '1302803779167944705', 'indices': [17, 40], 'media_url': 'http://pbs.twimg.com/media/EhR9InVXgAES_UK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhR9InVXgAES_UK.jpg', 'url': 'https://t.co/utHJVJve0f', 'display_url': 'pic.twitter.com/utHJVJve0f', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302803780178763777/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 462, 'h': 529, 'resize': 'fit'}, 'medium': {'w': 462, 'h': 529, 'resize': 'fit'}, 'small': {'w': 462, 'h': 529, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,ht,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
153,1302743381861371904,2020-09-06 23:00:00,"Too long,I don't translate... https://t.co/tOpgdVuCVn",None,None,None,None,None,118,16,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302743380896743425, 'id_str': '1302743380896743425', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/media/EhRGM-PXgAEqanz.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhRGM-PXgAEqanz.jpg', 'url': 'https://t.co/tOpgdVuCVn', 'display_url': 'pic.twitter.com/tOpgdVuCVn', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302743381861371904/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 425, 'h': 490, 'resize': 'fit'}, 'large': {'w': 425, 'h': 490, 'resize': 'fit'}, 'small': {'w': 425, 'h': 490, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
154,1302682983648948226,2020-09-06 19:00:00,Do you like me? https://t.co/YoPUHt5U1l,None,None,None,None,None,209,33,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302682982298324993, 'id_str': '1302682982298324993', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/EhQPRT7WkAE-P63.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhQPRT7WkAE-P63.jpg', 'url': 'https://t.co/YoPUHt5U1l', 'display_url': 'pic.twitter.com/YoPUHt5U1l', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302682983648948226/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 415, 'h': 567, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 415, 'h': 567, 'resize': 'fit'}, 'large': {'w': 415, 'h': 567, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
155,1302622586476597249,2020-09-06 15:00:00,Are you happy? https://t.co/HO4vWfAljV,None,None,None,None,None,93,13,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302622585289674752, 'id_str': '1302622585289674752', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/EhPYVviXkAA3FlN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhPYVviXkAA3FlN.jpg', 'url': 'https://t.co/HO4vWfAljV', 'display_url': 'pic.twitter.com/HO4vWfAljV', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302622586476597249/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 349, 'h': 466, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 349, 'h': 466, 'resize': 'fit'}, 'large': {'w': 349, 'h': 466, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
156,1302562187693748224,2020-09-06 11:00:00,Travel Mokou https://t.co/n7wXNkQLQh,None,None,None,None,None,83,11,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302562186582208517, 'id_str': '1302562186582208517', 'indices': [13, 36], 'media_url': 'http://pbs.twimg.com/media/EhOhaE0WsAUjGek.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhOhaE0WsAUjGek.jpg', 'url': 'https://t.co/n7wXNkQLQh', 'display_url': 'pic.twitter.com/n7wXNkQLQh', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302562187693748224/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 419, 'h': 442, 'resize': 'fit'}, 'large': {'w': 419, 'h': 442, 'resize': 'fit'}, 'medium': {'w': 419, 'h': 442, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,cs,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
157,1302501789665824768,2020-09-06 07:00:00,You come? I come? https://t.co/iBZpxWn2q4,None,None,None,None,None,134,13,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302501788466262016, 'id_str': '1302501788466262016', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/media/EhNqecTXsAAO97v.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhNqecTXsAAO97v.jpg', 'url': 'https://t.co/iBZpxWn2q4', 'display_url': 'pic.twitter.com/iBZpxWn2q4', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302501789665824768/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 392, 'h': 399, 'resize': 'fit'}, 'small': {'w': 392, 'h': 399, 'resize': 'fit'}, 'medium': {'w': 392, 'h': 399, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
158,1302441391331647489,2020-09-06 03:00:00,No B No P https://t.co/rJNwc6R7IS,None,None,None,None,None,58,6,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302441390224347137, 'id_str': '1302441390224347137', 'indices': [10, 33], 'media_url': 'http://pbs.twimg.com/media/EhMzizUWkAE483h.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhMzizUWkAE483h.jpg', 'url': 'https://t.co/rJNwc6R7IS', 'display_url': 'pic.twitter.com/rJNwc6R7IS', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302441391331647489/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 347, 'h': 420, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 347, 'h': 420, 'resize': 'fit'}, 'large': {'w': 347, 'h': 420, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,es,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
159,1302380993429549058,2020-09-05 23:00:00,You are not people https://t.co/mpPOTy3ed8,None,None,None,None,None,183,22,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302380992469008384, 'id_str': '1302380992469008384', 'indices': [19, 42], 'media_url': 'http://pbs.twimg.com/media/EhL8nMJWAAAzLCc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhL8nMJWAAAzLCc.jpg', 'url': 'https://t.co/mpPOTy3ed8', 'display_url': 'pic.twitter.com/mpPOTy3ed8', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302380993429549058/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 392, 'h': 409, 'resize': 'fit'}, 'medium': {'w': 392, 'h': 409, 'resize': 'fit'}, 'small': {'w': 392, 'h': 409, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
160,1302320595758125056,2020-09-05 19:00:00,Travel Mokou https://t.co/Qw0BTm5X54,None,None,None,None,None,102,14,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302320594596364289, 'id_str': '1302320594596364289', 'indices': [13, 36], 'media_url': 'http://pbs.twimg.com/media/EhLFrkiXgAEWI__.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhLFrkiXgAEWI__.jpg', 'url': 'https://t.co/Qw0BTm5X54', 'display_url': 'pic.twitter.com/Qw0BTm5X54', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302320595758125056/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 462, 'h': 502, 'resize': 'fit'}, 'medium': {'w': 462, 'h': 502, 'resize': 'fit'}, 'large': {'w': 462, 'h': 502, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,cs,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
161,1302260197331808257,2020-09-05 15:00:00,Insomnia https://t.co/S1eMU178gU,None,None,None,None,None,246,40,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302260196392292358, 'id_str': '1302260196392292358', 'indices': [9, 32], 'media_url': 'http://pbs.twimg.com/media/EhKOv7sX0AY-9Oq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhKOv7sX0AY-9Oq.jpg', 'url': 'https://t.co/S1eMU178gU', 'display_url': 'pic.twitter.com/S1eMU178gU', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302260197331808257/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 452, 'h': 524, 'resize': 'fit'}, 'large': {'w': 452, 'h': 524, 'resize': 'fit'}, 'medium': {'w': 452, 'h': 524, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
162,1302199799454806016,2020-09-05 11:00:00,Before delete souvenir https://t.co/YyjKkR3ALo,None,None,None,None,None,75,8,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302199798456627200, 'id_str': '1302199798456627200', 'indices': [23, 46], 'media_url': 'http://pbs.twimg.com/media/EhJX0T2XsAAxBfa.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhJX0T2XsAAxBfa.jpg', 'url': 'https://t.co/YyjKkR3ALo', 'display_url': 'pic.twitter.com/YyjKkR3ALo', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302199799454806016/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 363, 'h': 429, 'resize': 'fit'}, 'small': {'w': 363, 'h': 429, 'resize': 'fit'}, 'large': {'w': 363, 'h': 429, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,fr,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
163,1302199799454806016,2020-09-05 11:00:00,Before delete souvenir https://t.co/YyjKkR3ALo,None,None,None,None,None,75,8,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302199798456627200, 'id_str': '1302199798456627200', 'indices': [23, 46], 'media_url': 'http://pbs.twimg.com/media/EhJX0T2XsAAxBfa.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhJX0T2XsAAxBfa.jpg', 'url': 'https://t.co/YyjKkR3ALo', 'display_url': 'pic.twitter.com/YyjKkR3ALo', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302199799454806016/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 363, 'h': 429, 'resize': 'fit'}, 'small': {'w': 363, 'h': 429, 'resize': 'fit'}, 'large': {'w': 363, 'h': 429, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,fr,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
164,1302139401921875970,2020-09-05 07:00:00,Assassin's Creed https://t.co/dIWsgaHFfI,None,None,None,None,None,253,37,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302139400667660288, 'id_str': '1302139400667660288', 'indices': [17, 40], 'media_url': 'http://pbs.twimg.com/media/EhIg4sjWAAAgyPF.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhIg4sjWAAAgyPF.jpg', 'url': 'https://t.co/dIWsgaHFfI', 'display_url': 'pic.twitter.com/dIWsgaHFfI', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302139401921875970/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 462, 'h': 526, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 462, 'h': 526, 'resize': 'fit'}, 'medium': {'w': 462, 'h': 526, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
165,1302079003742867458,2020-09-05 03:00:00,Air conditioning gives me life https://t.co/26UdkQRF22,None,None,None,None,None,372,77,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302079002715262976, 'id_str': '1302079002715262976', 'indices': [31, 54], 'media_url': 'http://pbs.twimg.com/media/EhHp9EpWkAA22ap.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhHp9EpWkAA22ap.jpg', 'url': 'https://t.co/26UdkQRF22', 'display_url': 'pic.twitter.com/26UdkQRF22', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302079003742867458/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 462, 'h': 561, 'resize': 'fit'}, 'small': {'w': 462, 'h': 561, 'resize': 'fit'}, 'medium': {'w': 462, 'h': 561, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
166,1302018605555609602,2020-09-04 23:00:00,Hu https://t.co/kSruzDRlgM,None,None,None,None,None,88,5,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1302018604565762056, 'id_str': '1302018604565762056', 'indices': [3, 26], 'media_url': 'http://pbs.twimg.com/media/EhGzBcAXkAg1ymz.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhGzBcAXkAg1ymz.jpg', 'url': 'https://t.co/kSruzDRlgM', 'display_url': 'pic.twitter.com/kSruzDRlgM', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1302018605555609602/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 342, 'h': 425, 'resize': 'fit'}, 'small': {'w': 342, 'h': 425, 'resize': 'fit'}, 'large': {'w': 342, 'h': 425, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,und,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
167,1301958207972270081,2020-09-04 19:00:00,Your conscience not pain? https://t.co/fV7ftdT5Ks,None,None,None,None,None,136,15,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301958206554607616, 'id_str': '1301958206554607616', 'indices': [26, 49], 'media_url': 'http://pbs.twimg.com/media/EhF8Fz4XkAAET9s.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhF8Fz4XkAAET9s.jpg', 'url': 'https://t.co/fV7ftdT5Ks', 'display_url': 'pic.twitter.com/fV7ftdT5Ks', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301958207972270081/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 462, 'h': 354, 'resize': 'fit'}, 'large': {'w': 462, 'h': 354, 'resize': 'fit'}, 'medium': {'w': 462, 'h': 354, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
168,1301897810095345666,2020-09-04 15:00:00,Two open flower https://t.co/gSgjavxxbZ,None,None,None,None,None,86,6,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301897809139032065, 'id_str': '1301897809139032065', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/EhFFKN-XYAEYcrh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhFFKN-XYAEYcrh.jpg', 'url': 'https://t.co/gSgjavxxbZ', 'display_url': 'pic.twitter.com/gSgjavxxbZ', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301897810095345666/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 337, 'h': 431, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 337, 'h': 431, 'resize': 'fit'}, 'small': {'w': 337, 'h': 431, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
169,1301837412176400385,2020-09-04 11:00:00,Hug myself https://t.co/0vr08mFSqO,None,None,None,None,None,297,42,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301837411039809536, 'id_str': '1301837411039809536', 'indices': [11, 34], 'media_url': 'http://pbs.twimg.com/media/EhEOOlhXkAAH7u8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhEOOlhXkAAH7u8.jpg', 'url': 'https://t.co/0vr08mFSqO', 'display_url': 'pic.twitter.com/0vr08mFSqO', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301837412176400385/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 391, 'h': 513, 'resize': 'fit'}, 'medium': {'w': 391, 'h': 513, 'resize': 'fit'}, 'small': {'w': 391, 'h': 513, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
170,1301777014039420928,2020-09-04 07:00:00,I don't leave bed https://t.co/nc3Y1DKmGN,None,None,None,None,None,251,51,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301777012810489858, 'id_str': '1301777012810489858', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/media/EhDXS8lWoAI0NvA.png', 'media_url_https': 'https://pbs.twimg.com/media/EhDXS8lWoAI0NvA.png', 'url': 'https://t.co/nc3Y1DKmGN', 'display_url': 'pic.twitter.com/nc3Y1DKmGN', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301777014039420928/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 328, 'h': 474, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 328, 'h': 474, 'resize': 'fit'}, 'small': {'w': 328, 'h': 474, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
171,1301716616024121351,2020-09-04 03:00:00,Chicken you are very beautiful https://t.co/4OISUp0gdz,None,None,None,None,None,295,58,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301716614811918338, 'id_str': '1301716614811918338', 'indices': [31, 54], 'media_url': 'http://pbs.twimg.com/media/EhCgXUgWoAIa6GS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhCgXUgWoAIa6GS.jpg', 'url': 'https://t.co/4OISUp0gdz', 'display_url': 'pic.twitter.com/4OISUp0gdz', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301716616024121351/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 397, 'h': 473, 'resize': 'fit'}, 'large': {'w': 397, 'h': 473, 'resize': 'fit'}, 'medium': {'w': 397, 'h': 473, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
172,1301656218273021956,2020-09-03 23:00:00,No happy https://t.co/F4yXr8YMyI,None,None,None,None,None,176,30,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301656217018920961, 'id_str': '1301656217018920961', 'indices': [9, 32], 'media_url': 'http://pbs.twimg.com/media/EhBpbtMXcAEapLS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhBpbtMXcAEapLS.jpg', 'url': 'https://t.co/F4yXr8YMyI', 'display_url': 'pic.twitter.com/F4yXr8YMyI', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301656218273021956/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 335, 'h': 438, 'resize': 'fit'}, 'large': {'w': 335, 'h': 438, 'resize': 'fit'}, 'small': {'w': 335, 'h': 438, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
173,1301595821763366912,2020-09-03 19:00:01,"Too long,I don't translate... https://t.co/rSAeBnBeSM",None,None,None,None,None,218,28,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301595820551176195, 'id_str': '1301595820551176195', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/media/EhAygK0WAAMb2gC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EhAygK0WAAMb2gC.jpg', 'url': 'https://t.co/rSAeBnBeSM', 'display_url': 'pic.twitter.com/rSAeBnBeSM', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301595821763366912/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 462, 'h': 582, 'resize': 'fit'}, 'small': {'w': 462, 'h': 582, 'resize': 'fit'}, 'medium': {'w': 462, 'h': 582, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
174,1301535421848080386,2020-09-03 15:00:00,Mr.Wong Is this bread yummy? https://t.co/5JNfsdUSAy,None,None,None,None,None,87,8,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301535420640047104, 'id_str': '1301535420640047104', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/media/Eg_7kbnWsAAJ-SP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eg_7kbnWsAAJ-SP.jpg', 'url': 'https://t.co/5JNfsdUSAy', 'display_url': 'pic.twitter.com/5JNfsdUSAy', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301535421848080386/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 440, 'h': 481, 'resize': 'fit'}, 'small': {'w': 440, 'h': 481, 'resize': 'fit'}, 'large': {'w': 440, 'h': 481, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
175,1301475024235384832,2020-09-03 11:00:00,Take Off https://t.co/RftiYUogwR,None,None,None,None,None,87,10,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301475023023202307, 'id_str': '1301475023023202307', 'indices': [9, 32], 'media_url': 'http://pbs.twimg.com/media/Eg_Eo09XYAMmQNd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eg_Eo09XYAMmQNd.jpg', 'url': 'https://t.co/RftiYUogwR', 'display_url': 'pic.twitter.com/RftiYUogwR', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301475024235384832/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 392, 'h': 430, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 392, 'h': 430, 'resize': 'fit'}, 'small': {'w': 392, 'h': 430, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
176,1301414626270339073,2020-09-03 07:00:00,However SisterRed see everything https://t.co/aNVHX3l9D8,None,None,None,None,None,110,9,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1301414624852676609, 'id_str': '1301414624852676609', 'indices': [33, 56], 'media_url': 'http://pbs.twimg.com/media/Eg-NtMPXkAEVrjg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eg-NtMPXkAEVrjg.jpg', 'url': 'https://t.co/aNVHX3l9D8', 'display_url': 'pic.twitter.com/aNVHX3l9D8', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1301414626270339073/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 392, 'h': 437, 'resize': 'fit'}, 'small': {'w': 392, 'h': 437, 'resize': 'fit'}, 'large': {'w': 392, 'h': 437, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
