id_no,tweet_id,tweet_created_at,tweet_text,in_reply to status_id,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,favorite_count,retweet_count,source,user_location,entities,followers_count,foliowing,friends_count,follow_request_sent,user_name,user_protected,user-verified,lang,user_description,geo_enabled,user_screen_name,user_statuses_count,tweet_truncated,tweet_is_quote_status
338,1292113337841524736,2020-08-08 15:00:00,Im only a kid why do I need to see this stuff? https://t.co/Dlp3elf0Zd,None,None,None,None,None,215,36,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1292113336512000006, 'id_str': '1292113336512000006', 'indices': [47, 70], 'media_url': 'http://pbs.twimg.com/media/Ee6CO9BXsAYiMyC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee6CO9BXsAYiMyC.jpg', 'url': 'https://t.co/Dlp3elf0Zd', 'display_url': 'pic.twitter.com/Dlp3elf0Zd', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1292113337841524736/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 441, 'h': 474, 'resize': 'fit'}, 'small': {'w': 441, 'h': 474, 'resize': 'fit'}, 'large': {'w': 441, 'h': 474, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
339,1292052941977849857,2020-08-08 11:00:01,Don't cry Mokou https://t.co/eswYqOzqzT,None,None,None,None,None,254,29,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1292052940291821569, 'id_str': '1292052940291821569', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/Ee5LTbkX0AEUq4B.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee5LTbkX0AEUq4B.jpg', 'url': 'https://t.co/eswYqOzqzT', 'display_url': 'pic.twitter.com/eswYqOzqzT', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1292052941977849857/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 1383, 'h': 1038, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 901, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
340,1291992541236269056,2020-08-08 07:00:00,Catch BANDAI https://t.co/XLqVAwua3k,None,None,None,None,None,113,13,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291992540237959173, 'id_str': '1291992540237959173', 'indices': [13, 36], 'media_url': 'http://pbs.twimg.com/media/Ee4UXr1WkAUoz4q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee4UXr1WkAUoz4q.jpg', 'url': 'https://t.co/XLqVAwua3k', 'display_url': 'pic.twitter.com/XLqVAwua3k', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291992541236269056/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 462, 'h': 533, 'resize': 'fit'}, 'large': {'w': 462, 'h': 533, 'resize': 'fit'}, 'small': {'w': 462, 'h': 533, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
341,1291932144130981894,2020-08-08 03:00:00,Do you...... have...... https://t.co/4ZLYnn4ssp,None,None,None,None,None,159,20,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291932142495293443, 'id_str': '1291932142495293443', 'indices': [24, 47], 'media_url': 'http://pbs.twimg.com/media/Ee3dcEtXYAMCBu1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee3dcEtXYAMCBu1.jpg', 'url': 'https://t.co/4ZLYnn4ssp', 'display_url': 'pic.twitter.com/4ZLYnn4ssp', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291932144130981894/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 462, 'h': 582, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 462, 'h': 582, 'resize': 'fit'}, 'small': {'w': 462, 'h': 582, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
342,1291871746132410368,2020-08-07 23:00:00,Please call my English name Handsome https://t.co/sNtzUjUuX8,None,None,None,None,None,163,23,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291871744937136131, 'id_str': '1291871744937136131', 'indices': [37, 60], 'media_url': 'http://pbs.twimg.com/media/Ee2mgeRXkAMIaaT.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee2mgeRXkAMIaaT.jpg', 'url': 'https://t.co/sNtzUjUuX8', 'display_url': 'pic.twitter.com/sNtzUjUuX8', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291871746132410368/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 445, 'h': 576, 'resize': 'fit'}, 'medium': {'w': 445, 'h': 576, 'resize': 'fit'}, 'small': {'w': 445, 'h': 576, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
343,1291871746132410368,2020-08-07 23:00:00,Please call my English name Handsome https://t.co/sNtzUjUuX8,None,None,None,None,None,163,23,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291871744937136131, 'id_str': '1291871744937136131', 'indices': [37, 60], 'media_url': 'http://pbs.twimg.com/media/Ee2mgeRXkAMIaaT.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee2mgeRXkAMIaaT.jpg', 'url': 'https://t.co/sNtzUjUuX8', 'display_url': 'pic.twitter.com/sNtzUjUuX8', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291871746132410368/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 445, 'h': 576, 'resize': 'fit'}, 'medium': {'w': 445, 'h': 576, 'resize': 'fit'}, 'small': {'w': 445, 'h': 576, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
344,1291811347882283009,2020-08-07 19:00:00,You look look you https://t.co/5X5m6m1UuQ,None,None,None,None,None,69,3,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291811346951045128, 'id_str': '1291811346951045128', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/media/Ee1vk2PWAAgTRbS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee1vk2PWAAgTRbS.jpg', 'url': 'https://t.co/5X5m6m1UuQ', 'display_url': 'pic.twitter.com/5X5m6m1UuQ', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291811347882283009/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 421, 'h': 495, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 421, 'h': 495, 'resize': 'fit'}, 'medium': {'w': 421, 'h': 495, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
345,1291750949321674754,2020-08-07 15:00:00,We https://t.co/kVwbE6fqHU,None,None,None,None,None,280,57,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291750948239532034, 'id_str': '1291750948239532034', 'indices': [3, 26], 'media_url': 'http://pbs.twimg.com/media/Ee04pLgXYAIaUrP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee04pLgXYAIaUrP.jpg', 'url': 'https://t.co/kVwbE6fqHU', 'display_url': 'pic.twitter.com/kVwbE6fqHU', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291750949321674754/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 383, 'h': 424, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 383, 'h': 424, 'resize': 'fit'}, 'large': {'w': 383, 'h': 424, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,und,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
346,1291690553650946048,2020-08-07 11:00:01,I don't need a Boyfriend https://t.co/QjuFA3Zue7,None,None,None,None,None,189,20,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291690552258428928, 'id_str': '1291690552258428928', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/media/Ee0Btq8XgAA1spk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ee0Btq8XgAA1spk.jpg', 'url': 'https://t.co/QjuFA3Zue7', 'display_url': 'pic.twitter.com/QjuFA3Zue7', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291690553650946048/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 462, 'h': 496, 'resize': 'fit'}, 'large': {'w': 462, 'h': 496, 'resize': 'fit'}, 'small': {'w': 462, 'h': 496, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
347,1291630153320341504,2020-08-07 07:00:00,Give me your love https://t.co/CS2PVmCF7b,None,None,None,None,None,302,56,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291630152397586432, 'id_str': '1291630152397586432', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/media/EezKx77XgAAJKKN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EezKx77XgAAJKKN.jpg', 'url': 'https://t.co/CS2PVmCF7b', 'display_url': 'pic.twitter.com/CS2PVmCF7b', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291630153320341504/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 381, 'h': 310, 'resize': 'fit'}, 'medium': {'w': 381, 'h': 310, 'resize': 'fit'}, 'small': {'w': 381, 'h': 310, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
348,1291569755292340224,2020-08-07 03:00:00,You are my sky beautiful cloud https://t.co/GMS1SW3veD,None,None,None,None,None,236,47,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291569754403201024, 'id_str': '1291569754403201024', 'indices': [31, 54], 'media_url': 'http://pbs.twimg.com/media/EeyT2T3XYAAyXPD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EeyT2T3XYAAyXPD.jpg', 'url': 'https://t.co/GMS1SW3veD', 'display_url': 'pic.twitter.com/GMS1SW3veD', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291569755292340224/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 392, 'h': 417, 'resize': 'fit'}, 'large': {'w': 392, 'h': 417, 'resize': 'fit'}, 'medium': {'w': 392, 'h': 417, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
349,1291509357985898496,2020-08-06 23:00:00,I have a baby https://t.co/Z1Gf5YVoYR,None,None,None,None,None,241,24,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291509356673093632, 'id_str': '1291509356673093632', 'indices': [14, 37], 'media_url': 'http://pbs.twimg.com/media/Eexc6syX0AALgHo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eexc6syX0AALgHo.jpg', 'url': 'https://t.co/Z1Gf5YVoYR', 'display_url': 'pic.twitter.com/Z1Gf5YVoYR', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291509357985898496/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 354, 'h': 442, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 354, 'h': 442, 'resize': 'fit'}, 'small': {'w': 354, 'h': 442, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
350,1291448960092123138,2020-08-06 19:00:00,I am YLC https://t.co/ptUAEJURUi,None,None,None,None,None,43,1,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291448958783565824, 'id_str': '1291448958783565824', 'indices': [9, 32], 'media_url': 'http://pbs.twimg.com/media/Eewl_FHXsAAZ0x1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eewl_FHXsAAZ0x1.jpg', 'url': 'https://t.co/ptUAEJURUi', 'display_url': 'pic.twitter.com/ptUAEJURUi', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291448960092123138/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 392, 'h': 495, 'resize': 'fit'}, 'medium': {'w': 392, 'h': 495, 'resize': 'fit'}, 'small': {'w': 392, 'h': 495, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,und,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
351,1291388562479419394,2020-08-06 15:00:00,Truth only one https://t.co/vLwFwYwjkp,None,None,None,None,None,197,28,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291388561128906752, 'id_str': '1291388561128906752', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/EevvDeUXYAAlfjy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EevvDeUXYAAlfjy.jpg', 'url': 'https://t.co/vLwFwYwjkp', 'display_url': 'pic.twitter.com/vLwFwYwjkp', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291388562479419394/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 392, 'h': 446, 'resize': 'fit'}, 'small': {'w': 392, 'h': 446, 'resize': 'fit'}, 'medium': {'w': 392, 'h': 446, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
352,1291328163784601601,2020-08-06 11:00:00,And the sun side by side https://t.co/0MiKQT9phM,None,None,None,None,None,76,12,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291328162710913024, 'id_str': '1291328162710913024', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/media/Eeu4H0rXgAAWnjv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eeu4H0rXgAAWnjv.jpg', 'url': 'https://t.co/0MiKQT9phM', 'display_url': 'pic.twitter.com/0MiKQT9phM', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291328163784601601/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 450, 'h': 522, 'resize': 'fit'}, 'medium': {'w': 450, 'h': 522, 'resize': 'fit'}, 'large': {'w': 450, 'h': 522, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
353,1291267765924507649,2020-08-06 07:00:00,Just do it https://t.co/GbZLZMWMZM,None,None,None,None,None,318,53,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291267764691271680, 'id_str': '1291267764691271680', 'indices': [11, 34], 'media_url': 'http://pbs.twimg.com/media/EeuBMMhWAAAV8E9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EeuBMMhWAAAV8E9.jpg', 'url': 'https://t.co/GbZLZMWMZM', 'display_url': 'pic.twitter.com/GbZLZMWMZM', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291267765924507649/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 682, 'h': 484, 'resize': 'fit'}, 'large': {'w': 682, 'h': 484, 'resize': 'fit'}, 'small': {'w': 680, 'h': 483, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
354,1291207367745581056,2020-08-06 03:00:00,I drive FUV https://t.co/4Myg4lbaJ6,None,None,None,None,None,98,15,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291207366659244032, 'id_str': '1291207366659244032', 'indices': [12, 35], 'media_url': 'http://pbs.twimg.com/media/EetKQkUXgAAuq_7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EetKQkUXgAAuq_7.jpg', 'url': 'https://t.co/4Myg4lbaJ6', 'display_url': 'pic.twitter.com/4Myg4lbaJ6', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291207367745581056/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 392, 'h': 495, 'resize': 'fit'}, 'large': {'w': 392, 'h': 495, 'resize': 'fit'}, 'small': {'w': 392, 'h': 495, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
355,1291146969965113345,2020-08-05 23:00:00,Sweating https://t.co/JlvwUsOZBw,None,None,None,None,None,58,5,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291146968757149700, 'id_str': '1291146968757149700', 'indices': [9, 32], 'media_url': 'http://pbs.twimg.com/media/EesTU8mXoAQRi6m.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EesTU8mXoAQRi6m.jpg', 'url': 'https://t.co/JlvwUsOZBw', 'display_url': 'pic.twitter.com/JlvwUsOZBw', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291146969965113345/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 339, 'h': 444, 'resize': 'fit'}, 'small': {'w': 339, 'h': 444, 'resize': 'fit'}, 'large': {'w': 339, 'h': 444, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
356,1291086571966431234,2020-08-05 19:00:00,I am ChanShiGuan https://t.co/QWVZ7awJgk,None,None,None,None,None,41,6,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291086570800525315, 'id_str': '1291086570800525315', 'indices': [17, 40], 'media_url': 'http://pbs.twimg.com/media/EercZUrXsAMTsxV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EercZUrXsAMTsxV.jpg', 'url': 'https://t.co/QWVZ7awJgk', 'display_url': 'pic.twitter.com/QWVZ7awJgk', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291086571966431234/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 375, 'h': 465, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 375, 'h': 465, 'resize': 'fit'}, 'large': {'w': 375, 'h': 465, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
357,1291026174114701315,2020-08-05 15:00:00,"Too long, I don't translate... https://t.co/tokVoa60Le",None,None,None,None,None,160,18,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1291026173015793665, 'id_str': '1291026173015793665', 'indices': [31, 54], 'media_url': 'http://pbs.twimg.com/media/EeqldtZWoAEnwxv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EeqldtZWoAEnwxv.jpg', 'url': 'https://t.co/tokVoa60Le', 'display_url': 'pic.twitter.com/tokVoa60Le', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1291026174114701315/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 462, 'h': 526, 'resize': 'fit'}, 'large': {'w': 462, 'h': 526, 'resize': 'fit'}, 'medium': {'w': 462, 'h': 526, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
358,1290965777777131520,2020-08-05 11:00:01,MERRY CHRISTMAS https://t.co/bxrUhS4Yal,None,None,None,None,None,163,25,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1290965776246214656, 'id_str': '1290965776246214656', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/EepuiJ5XkAAr5Qh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EepuiJ5XkAAr5Qh.jpg', 'url': 'https://t.co/bxrUhS4Yal', 'display_url': 'pic.twitter.com/bxrUhS4Yal', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1290965777777131520/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 858, 'h': 610, 'resize': 'fit'}, 'large': {'w': 858, 'h': 610, 'resize': 'fit'}, 'small': {'w': 680, 'h': 483, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,et,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
359,1290905377794666496,2020-08-05 07:00:00,Puff https://t.co/L2bJSL00CN,None,None,None,None,None,107,12,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1290905376637034498, 'id_str': '1290905376637034498', 'indices': [5, 28], 'media_url': 'http://pbs.twimg.com/media/Eeo3mb0XoAI5cAh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eeo3mb0XoAI5cAh.jpg', 'url': 'https://t.co/L2bJSL00CN', 'display_url': 'pic.twitter.com/L2bJSL00CN', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1290905377794666496/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 408, 'h': 491, 'resize': 'fit'}, 'medium': {'w': 408, 'h': 491, 'resize': 'fit'}, 'large': {'w': 408, 'h': 491, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
360,1290844980056068101,2020-08-05 03:00:00,"Too long, I don't translate... https://t.co/ZAKcuaY4Zf",None,None,None,None,None,134,17,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1290844978864893953, 'id_str': '1290844978864893953', 'indices': [31, 54], 'media_url': 'http://pbs.twimg.com/media/EeoAq0lWsAEcr3e.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EeoAq0lWsAEcr3e.jpg', 'url': 'https://t.co/ZAKcuaY4Zf', 'display_url': 'pic.twitter.com/ZAKcuaY4Zf', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1290844980056068101/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 392, 'h': 495, 'resize': 'fit'}, 'small': {'w': 392, 'h': 495, 'resize': 'fit'}, 'medium': {'w': 392, 'h': 495, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
361,1290784582393114625,2020-08-04 23:00:00,Do you like me? https://t.co/8WFxIAbSXN,None,None,None,None,None,277,54,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1290784581197737984, 'id_str': '1290784581197737984', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/EenJvNvXsAAHgeI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EenJvNvXsAAHgeI.jpg', 'url': 'https://t.co/8WFxIAbSXN', 'display_url': 'pic.twitter.com/8WFxIAbSXN', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1290784582393114625/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 415, 'h': 567, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 415, 'h': 567, 'resize': 'fit'}, 'large': {'w': 415, 'h': 567, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
362,1290724184218308609,2020-08-04 19:00:00,Honey! https://t.co/6DRkuMct2o,None,None,None,None,None,169,21,MokouBot,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1290724183140335616, 'id_str': '1290724183140335616', 'indices': [7, 30], 'media_url': 'http://pbs.twimg.com/media/EemSzlcWAAAwEd_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EemSzlcWAAAwEd_.jpg', 'url': 'https://t.co/6DRkuMct2o', 'display_url': 'pic.twitter.com/6DRkuMct2o', 'expanded_url': 'https://twitter.com/itdoesnteggs/status/1290724184218308609/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 439, 'h': 370, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 439, 'h': 370, 'resize': 'fit'}, 'medium': {'w': 439, 'h': 370, 'resize': 'fit'}}}]}",26524,False,1,False,MokouBot,False,False,en,"Give you drugs | None of the images are created by myself, they are all made by @jokanhiyou",False,itdoesnteggs,8480,False,False
